Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU337,88.78456927,98.87703186,619.119008,2107.837171,Unknown,70.01251604,25.92332773,79.89399598,10,Carrier A,8.331465131,Supplier 2,Chennai,24.30652549,577.4980683,21.67972067,34.42197227,Pass,4.742231497,Air,Route B,455.3652643
skincare,SKU338,18.55249831,26.6971194,173.2412507,2111.320073,Unknown,76.97266034,29.42389244,34.30672106,2.805826006,Carrier A,5.165114118,Supplier 2,Kolkata,30,778.9376286,6.159685132,6.525538467,Fail,1.504478716,Rail,Route B,681.7015812
haircare,SKU339,2.571015105,94.88430181,996,7995.831876,Non-binary,75.82777636,26.66859845,70.12968715,9.076119632,Carrier A,6.641091716,Supplier 2,Delhi,11.77421815,893.1601968,13.26962299,60.43560871,Pass,1.496285996,Rail,Route B,857.6515823
skincare,SKU340,3.676883107,27.89859205,883.361811,2584.119938,Non-binary,2.248842323,2.476301184,55.01848196,7.965009295,Carrier A,4.023559453,Supplier 1,Delhi,5.54920257,444.8141566,3.24734106,89.2060107,Fail,3.056920156,Air,Route A,919.3453589
cosmetics,SKU341,70.80487305,78.77789567,168.7555873,7485.481362,Female,7.041889665,10.63004721,15.64572742,7.035899744,Carrier C,3.409704526,Supplier 4,Mumbai,13.32575491,778.1027729,7.170528971,10.10138185,Pending,2.804066395,Sea,Route B,509.991546
skincare,SKU342,82.30979269,94.08046475,904.23978,5746.691512,Female,88.04756165,19.94441369,37.26854022,8.017379063,Carrier C,7.047932273,Supplier 1,Kolkata,18.23304622,774.149903,1.078775989,84.86032829,Pending,4.102025509,Road,Route A,542.4215323
cosmetics,SKU343,65.94683983,3.269891871,261.2963656,8333.568172,Unknown,43.29546762,5.235491217,66.18312917,7.057169734,Carrier B,8.208668357,Supplier 1,Bangalore,17.10611998,337.2968603,7.554842674,40.59254596,Pass,3.855957401,Road,Route B,777.0709472
skincare,SKU344,39.88503662,94.99356898,607.3872382,8967.240567,Unknown,1.563484037,25.46834124,19.75408445,7.337280417,Carrier A,1.0431469,Supplier 1,Chennai,3.739441483,414.511984,10.09721663,15.05522464,Pass,0.590473262,Road,Route B,503.4893668
skincare,SKU345,37.08250214,90.81760363,482.2837519,5337.625179,Non-binary,10.11131778,7.316581006,65.8915837,7.043420548,Carrier C,2.534863995,Supplier 1,Delhi,13.6429782,562.0791834,7.724578116,97.0086783,Pass,2.166177231,Sea,Route B,103.916248
cosmetics,SKU346,65.04029294,31.40578394,483.3105999,1322.128924,Non-binary,97.60306029,16.957254,27.98571784,7.388670711,Carrier B,7.022816624,Supplier 1,Kolkata,10.79625794,184.4974097,4.149727644,1.08506857,Fail,0.477399385,Air,Route A,334.8380785
skincare,SKU347,96.61590786,22.24562973,345.3192789,8147.637587,Unknown,25.54364631,12.33973996,63.98407751,6.237520584,Carrier A,9.117370596,Supplier 1,Chennai,29.69493667,329.435182,5.951178311,65.47634913,Pass,4.110404059,Air,Route B,525.1086147
skincare,SKU348,99.17132864,3.358463878,817.0127292,9525.298587,Male,64.98800333,10.50701936,10.27428305,1.135145843,Carrier B,8.542633889,Supplier 1,Mumbai,10.56578974,749.9936144,27.66332967,13.06235387,Fail,2.113542387,Air,Route C,606.0650721
cosmetics,SKU349,99.17132864,34.65735765,551.9374927,5836.494311,Female,64.62568418,19.48986014,41.4984578,8.045313009,Carrier B,5.732368456,Supplier 1,Chennai,17.42740886,870.2733541,5.748241073,97.07281271,Pending,0.090328994,Sea,Route A,271.3624425
skincare,SKU350,30.81366297,71.88010186,429.7857552,8566.987325,Unknown,54.79230245,23.99287403,50.30409519,7.658841639,Carrier C,6.543160796,Supplier 1,Kolkata,17.85540852,348.0974172,21.40053814,1.08506857,Fail,4.939255289,Road,Route C,554.2205815
skincare,SKU351,96.74145533,25.17979954,551.6680332,8716.156225,Unknown,55.54577636,28.14144487,77.98948092,5.156479239,Carrier B,1.70901244,Supplier 1,Kolkata,24.96265238,536.5778782,13.6278912,1.08506857,Pending,0.237745931,Air,Route B,922.8766434
skincare,SKU352,16.45310105,13.60954261,307.7081304,2765.02553,Unknown,42.71016929,18.4063618,68.12069254,1.288427278,Carrier A,4.769198432,Supplier 2,Mumbai,6.589334495,942.2195963,25.19813146,5.031446396,Pending,4.029456776,Road,Route C,608.1928163
skincare,SKU353,34.16270528,68.83369863,432.9699449,8470.409421,Male,60.0695552,24.03203485,52.66501866,7.387192433,Carrier C,6.884385364,Supplier 5,Kolkata,15.22365694,332.061427,20.82747829,1.513941403,Fail,4.912115819,Rail,Route C,540.5813458
cosmetics,SKU354,63.89858227,5.862467411,243.3888148,8416.928161,Female,43.72885213,5.972018208,67.23468662,6.962732691,Carrier A,7.959798311,Supplier 1,Kolkata,16.525518,331.2862247,7.118611867,37.21487421,Pass,3.801114942,Road,Route A,733.4543842
skincare,SKU355,16.04198928,15.35430723,354.8857482,3133.182043,Unknown,41.59395504,19.62207698,74.45112357,1,Carrier A,4.461366062,Supplier 2,Mumbai,6.948639879,946.8502075,25.56929977,4.882987255,Pending,4.111308005,Road,Route C,555.5568984
haircare,SKU356,10.47917188,9.186899729,302.7058549,2759.509306,Male,61.84581042,26.32159623,34.0163088,7.319168818,Carrier C,8.941200638,Supplier 5,Kolkata,26.00683883,816.4730174,29.92034998,51.48919566,Fail,1.052865696,Road,Route C,875.4165002
haircare,SKU357,35.87795172,23.2752604,597.2043089,9340.041577,Unknown,12.18171904,10.67417995,46.71155373,8.305284049,Carrier C,4.401370092,Supplier 2,Kolkata,18.74191118,359.2276967,16.55208717,31.19501565,Pending,2.183929446,Sea,Route A,611.5939928
skincare,SKU358,85.68567056,12.17038578,492.9123672,9173.462723,Unknown,10.74337565,9.389238644,70.25151568,8.99562994,Carrier C,8.968592918,Supplier 1,Mumbai,10.01150745,181.1548717,10.31050602,6.613538346,Pass,0.065387414,Sea,Route A,118.9824064
skincare,SKU359,7.392506033,77.71094754,279.1790831,6118.228114,Unknown,1.256178276,5.039632286,75.60435653,1,Carrier B,4.151147343,Supplier 1,Bangalore,4.030014081,387.0597542,21.55077617,76.81915128,Pass,1.097207613,Air,Route A,890.4666805
cosmetics,SKU360,72.38800232,56.16209741,747.6262468,9606.922948,Unknown,59.24550433,18.63592104,85.77484777,7.455056992,Carrier B,3.474471758,Supplier 4,Mumbai,20.87323208,956.7390098,12.07160948,65.32250849,Pending,0.627135778,Sea,Route A,104.8997835
skincare,SKU361,61.63115407,33.72090087,990.3559804,5249.472352,Unknown,14.0293987,26.85660255,81.17479329,1,Carrier A,7.09185532,Supplier 2,Chennai,28.39300834,970.9509439,23.15857092,48.10791933,Pending,3.808968083,Road,Route B,997.4134501
cosmetics,SKU362,50.96374938,44.20072974,283.4213064,2215.021785,Male,89.16010052,24.3793805,10.27565458,7.916016845,Carrier B,4.856299595,Supplier 2,Mumbai,3.136105615,669.9603757,29.16782165,60.97967721,Pass,0.288247021,Rail,Route B,231.172963
skincare,SKU363,96.910288,24.2304098,552.207061,8407.019719,Non-binary,54.76045126,29.4402195,75.27811258,5.158576947,Carrier B,2.197005373,Supplier 1,Kolkata,23.35231133,538.5523543,13.6481913,6.90981265,Pending,0.143786291,Air,Route C,912.7069673
cosmetics,SKU364,48.2135868,31.65637993,922.6026501,7316.401675,Male,13.11472891,19.76443723,70.90323565,5.950884639,Carrier C,7.713456624,Supplier 2,Delhi,6.794829299,850.5078925,18.4029604,21.73491802,Fail,2.992106662,Rail,Route A,601.9111859
cosmetics,SKU365,22.68374285,24.9233183,332.0414083,7828.402102,Non-binary,63.79803855,2.971258289,31.26626676,3.326952382,Carrier B,5.471825863,Supplier 3,Mumbai,28.01373027,649.845848,28.57120294,20.8102533,Pending,3.776403491,Road,Route A,178.045703
cosmetics,SKU366,97.20539473,12.27526927,140.4400756,6071.850819,Non-binary,90.44490822,1.53030053,27.71835726,7.746561481,Carrier B,9.878418653,Supplier 1,Kolkata,22.85062673,377.8124951,11.08853905,49.22159891,Pending,1.946837982,Rail,Route C,525.9267131
haircare,SKU367,24.72383242,62.83036529,134.864625,9866.465458,Male,94.87683761,4.547071538,48.41534128,1.214410317,Carrier A,4.575117595,Supplier 5,Bangalore,19.0924508,674.8133659,28.58974977,13.82355519,Pending,1.623162904,Road,Route A,678.2736038
cosmetics,SKU368,88.04147206,61.14176617,603.0504606,7104.188305,Unknown,68.05966784,24.70781215,8.71402261,5.826539347,Carrier B,6.325840673,Supplier 5,Chennai,18.91200051,841.4298125,3.597993052,62.22800588,Pending,0.018607568,Road,Route C,509.1885464
haircare,SKU369,70.98504739,82.11947656,660.3653248,2398.936844,Unknown,65.07884964,23.06690102,7.463674964,8.027258425,Carrier B,4.832512993,Supplier 1,Bangalore,20.01905311,462.4404496,4.643407427,95.48918766,Pending,0.70188377,Road,Route A,645.6855182
haircare,SKU370,69.48687849,17.60530572,621.9256821,8790.439763,Unknown,54.85700927,8.441086868,61.30080615,6.183164174,Carrier B,1.098865613,Supplier 2,Bangalore,28.54889826,918.0644002,1.955519018,38.1326619,Pending,0.456209637,Rail,Route B,214.2358433
skincare,SKU371,98.07820818,96.83295204,923.3415938,7083.465172,Male,6.863925237,15.04879863,49.24543043,9.146003329,Carrier B,9.248630499,Supplier 1,Kolkata,9.110149965,955.8371257,19.70459587,17.20344596,Pending,0.352806244,Rail,Route A,567.6200213
skincare,SKU372,58.14209754,63.42415587,530.4268509,1890.395563,Non-binary,94.72142328,1,26.23602851,2.965471238,Carrier B,9.929816245,Supplier 4,Kolkata,8.22491327,852.2444853,6.470481248,79.70679959,Pending,1.544824768,Air,Route A,213.1812012
skincare,SKU373,51.6096499,29.88103601,166.0568534,9442.321658,Male,2.498278844,16.79910443,40.90316562,4.006813908,Carrier C,2.724501486,Supplier 3,Chennai,23.69396189,474.0073893,8.093114354,58.94766186,Pending,2.944198173,Rail,Route C,633.502901
cosmetics,SKU374,47.47806454,41.88983112,303.7304901,2074.132842,Male,87.72163847,24.39040959,10.01319276,8.01046786,Carrier B,4.434988803,Supplier 2,Mumbai,4.576400455,654.0556804,29.58208707,62.42782521,Fail,0.418318351,Rail,Route B,218.9137844
haircare,SKU375,92.64520211,75.82088267,927.1141464,8541.983645,Unknown,39.88427422,14.09535506,42.63204274,2.171044056,Carrier C,2.932165064,Supplier 3,Chennai,8.812657393,225.6096892,5.240197704,76.75389563,Fail,2.878189904,Sea,Route B,758.1052062
cosmetics,SKU376,52.46630363,77.25487595,729.1241604,9866.465458,Non-binary,67.70343845,1,86.83776606,5.161117363,Carrier B,9.29529444,Supplier 5,Kolkata,10.62010402,860.6064577,10.9981895,8.588497051,Pending,0.706903935,Air,Route A,333.0748419
haircare,SKU377,8.704754692,9.182048679,304.1163915,2860.957177,Male,59.02456436,25.49202082,35.13803243,7.189318656,Carrier B,8.881290214,Supplier 1,Kolkata,26.44019746,766.428831,29.15897313,50.68576512,Pending,0.836725929,Road,Route C,867.5936283
haircare,SKU378,72.58642451,90.78623565,251.8836356,3664.514974,Unknown,84.05936208,2.257614951,44.24371484,7.215605825,Carrier C,7.431288735,Supplier 2,Mumbai,13.90826624,756.0994727,13.64165546,20.92790701,Pass,1.847672538,Rail,Route B,303.6361247
skincare,SKU379,63.60956504,34.94993654,964.1878032,5396.976243,Unknown,13.9433883,26.36162063,81.35065385,1.381896031,Carrier A,7.128444985,Supplier 2,Bangalore,28.95262231,985,23.73863863,46.22940049,Pending,3.76632969,Rail,Route B,986.0490154
haircare,SKU380,49.32059003,64.18958226,208.6827135,1333.097108,Unknown,7.920830356,17.59454832,49.24123243,1,Carrier B,9.110914411,Supplier 2,Bangalore,21.95033721,582.218048,26.52736247,67.90495493,Pending,2.713613058,Rail,Route A,498.1657048
skincare,SKU381,60.54537749,79.30275389,867.7656347,2099.372202,Non-binary,9.603741159,4.40196303,42.6224507,7.165337885,Carrier A,5.092057419,Supplier 3,Delhi,18.38450866,395.2728117,6.604418466,67.64916848,Fail,1.698548308,Road,Route B,115.1998301
skincare,SKU382,48.40843937,96.09454239,192.9163263,1660.509542,Female,17.90609769,26.6183182,57.67789557,4.024590959,Carrier A,7.558882505,Supplier 2,Chennai,25.83930365,170.1703328,6.281062669,96.67756802,Fail,4.939255289,Road,Route A,635.9100963
haircare,SKU383,4.82376835,54.10982089,957.4121467,1638.478201,Non-binary,5.285946946,5.710408938,48.20993612,4.972880637,Carrier B,8.573890411,Supplier 5,Mumbai,24.55646427,878.8408406,21.31724594,70.70238284,Pass,4.139175835,Sea,Route C,327.1491338
haircare,SKU384,68.7948778,13.61618908,627.5193094,9263.47887,Unknown,52.19988147,7.118879336,56.96885329,6.134417653,Carrier B,1.013486566,Supplier 2,Chennai,29.48126883,927.9080223,1.850648869,35.1595808,Fail,0.267644567,Road,Route B,224.7155906
haircare,SKU385,59.50692533,54.56121987,200.7439882,7650.000362,Non-binary,30.92377372,24.20445688,19.85957594,1,Carrier B,6.537388224,Supplier 3,Bangalore,5.362900995,232.2478296,12.26160699,57.65636796,Pending,0.123030628,Air,Route B,359.9052139
skincare,SKU386,92.82874112,10.62447018,134.5402976,8304.641228,Female,73.25323222,26.33291069,73.57445859,6.1375003,Carrier C,4.508035191,Supplier 3,Delhi,17.53200437,325.2952044,5.206072746,10.99194225,Fail,0.030041189,Air,Route C,760.4711756
cosmetics,SKU387,2.007975913,15.32887132,379.9240222,6103.220414,Female,45.84354955,14.58127032,21.93405127,4.044061316,Carrier B,9.929816245,Supplier 1,Mumbai,13.39848862,157.7206921,7.294606986,59.65191988,Fail,0.810073485,Air,Route A,103.916248
skincare,SKU388,87.43355344,93.96631641,961.2818438,6110.452095,Female,44.74149616,22.00020827,58.93428694,1,Carrier A,4.55768731,Supplier 2,Kolkata,28.40145998,356.576375,10.77682429,26.33345831,Pending,0.018607568,Air,Route A,143.4201007
skincare,SKU389,7.771619488,36.233438,973.464305,7700.962244,Female,20.90349384,22.55662437,26.35801517,3.154070094,Carrier B,2.220968163,Supplier 2,Chennai,25.92737958,668.2917861,18.43683826,48.63718759,Fail,4.004962914,Road,Route C,423.7715565
haircare,SKU390,50.88534994,25.60845432,102.3533462,7166.782401,Unknown,36.02465716,23.22387467,36.54464881,6.827815776,Carrier C,8.838520282,Supplier 5,Kolkata,14.17279047,505.6933514,11.68204256,83.04676142,Fail,4.307424274,Air,Route A,168.4657494
skincare,SKU391,10.26530175,33.50197844,925.1969976,7750.820187,Female,19.2873644,23.27411959,33.08269088,2.831508203,Carrier B,2.379290835,Supplier 2,Delhi,25.89182783,675.495742,19.18103973,47.17353513,Fail,3.735215796,Air,Route B,446.5860345
skincare,SKU392,56.49871697,14.44565678,364.1319446,2531.804201,Non-binary,97.06034799,28.1428476,55.04874374,3.925575668,Carrier B,6.883595538,Supplier 1,Kolkata,26.40867643,320.9110576,5.564098121,42.0134377,Pass,3.087871511,Road,Route B,856.0561906
skincare,SKU393,49.06743863,30.44575496,153.7596275,9726.279637,Unknown,5.748884959,18.68057261,44.83962036,3.664814663,Carrier B,2.889272419,Supplier 3,Chennai,23.77545244,457.4596521,7.609942887,60.63603692,Pending,3.006961664,Road,Route C,597.8445656
skincare,SKU394,11.89489427,57.49434299,219.8550039,4437.903928,Unknown,55.87163527,19.70696171,12.08979511,4.245264343,Carrier A,2.137793428,Supplier 3,Bangalore,18.75918011,744.723448,9.668210498,17.75216984,Pending,3.63582374,Sea,Route A,729.8365069
skincare,SKU395,48.93125914,90.58060076,26.70082037,6851.88665,Female,11.2618485,12.57508106,23.95163725,3.971150822,Carrier B,6.510422608,Supplier 1,Bangalore,22.18297547,769.8426718,15.67461255,13.25231443,Pass,1.664957858,Road,Route B,208.0897427
haircare,SKU396,89.58732428,100,592.2385093,2223.996382,Unknown,71.93397931,26.84301892,80.6991962,9.896755285,Carrier A,8.339556004,Supplier 5,Chennai,24.41565505,618.7738447,22.46780911,32.93454012,Pass,4.891448512,Air,Route B,493.9980171
cosmetics,SKU397,82.36899421,85.43005817,107.1085924,2765.207543,Female,43.98993806,17.3603573,83.80577227,8.936295614,Carrier C,3.65736374,Supplier 4,Chennai,7.351879729,468.4749262,16.016598,49.79442252,Fail,0.124896624,Air,Route C,668.2513624
skincare,SKU398,7.194355033,24.9656094,883.8140272,2647.949962,Non-binary,2.857642508,3.756593519,54.61866111,7.976662214,Carrier A,3.688223828,Supplier 1,Delhi,4.355830796,415.0421043,2.44816219,95.03138305,Fail,3.213384983,Air,Route A,937.6201408
skincare,SKU399,15.13677786,15.70570098,980.4521856,2206.014555,Non-binary,50.75525403,13.43866499,81.07486042,1.978726231,Carrier C,8.595444883,Supplier 5,Kolkata,19.21758496,850.1562543,6.006431982,97.910344,Pass,1.71811639,Road,Route B,813.228715
cosmetics,SKU400,70.76972332,76.32835036,151.2987796,7955.776545,Female,5.405803852,10.41143197,17.6660438,6.841136875,Carrier C,3.044726782,Supplier 4,Kolkata,12.01617071,748.5641558,7.756900364,12.40017796,Pending,2.803667932,Sea,Route B,486.3391261
haircare,SKU401,8.33731488,31.02245116,209.3679878,9341.969597,Male,5.311180695,25.74961744,1.470060493,8.103206765,Carrier B,9.525156859,Supplier 2,Bangalore,28.64376634,445.3292707,2.492382095,37.63766813,Pending,3.445567326,Air,Route A,790.0294878
cosmetics,SKU402,3.640387692,12.92330119,405.8921498,6114.527863,Female,49.49759592,14.91449012,24.86657286,3.929316101,Carrier B,9.929816245,Supplier 1,Mumbai,12.48089826,190.8497943,7.209918181,62.41456507,Fail,0.750739402,Air,Route A,119.3135596
haircare,SKU403,2.666393763,66.90769713,901.0362476,5671.794014,Female,41.1347026,5.221268171,1,4.943276029,Carrier A,5.187009908,Supplier 4,Delhi,1.155608877,892.9166009,8.335543889,82.80833584,Fail,0.199073496,Rail,Route A,352.5671733
skincare,SKU404,89.7403476,15.45588526,134.0231261,8333.942483,Female,74.96052294,25.75257643,73.88397782,5.851033647,Carrier C,4.371400746,Supplier 1,Delhi,16.71090651,333.1177891,6.760650239,10.74239027,Fail,0.018607568,Air,Route C,812.1452008
haircare,SKU405,38.87329871,25.02893728,623.7982025,9215.751865,Unknown,12.49325562,10.06645781,46.30071633,8.212556431,Carrier C,4.295801957,Supplier 2,Kolkata,18.52027506,352.8453346,16.58582225,28.03584717,Pending,2.226048672,Sea,Route A,588.8315048
haircare,SKU406,90.25804462,10.9747719,116.0849484,8271.770445,Non-binary,71.86417865,26.44680767,73.84515537,5.981658787,Carrier C,4.580841522,Supplier 1,Delhi,16.64017886,336.7255924,5.890376304,9.115487918,Fail,0.086208975,Air,Route C,783.6066785
cosmetics,SKU407,51.03328723,74.91989956,708.7800757,9866.465458,Non-binary,73.84879998,1,89.03126759,4.986609947,Carrier B,9.219121242,Supplier 5,Chennai,11.08984936,824.688607,10.6461169,6.555303769,Pending,0.7315215,Air,Route B,343.6024104
haircare,SKU408,90.58873726,89.36075363,477.540453,2678.541142,Non-binary,52.02613369,29.92759162,78.47366038,9.13099904,Carrier A,6.714142435,Supplier 1,Bangalore,21.42381669,176.5104124,11.64899763,56.6028596,Pending,3.292618741,Air,Route B,682.9072483
haircare,SKU409,6.539594503,7.802459365,292.0460361,2674.543491,Male,59.54326881,26.27228346,34.43266089,7.084588674,Carrier B,8.974870773,Supplier 4,Kolkata,26.40067254,776.2878573,30,54.87458692,Pending,1.214909435,Air,Route C,896.7975114
haircare,SKU410,3.613234629,56.14784471,42.98443964,4327.045431,Unknown,43.09279346,19.73794601,1,8.681140904,Carrier A,7.982424715,Supplier 4,Delhi,9.282611782,526.1729974,13.03664026,67.09389189,Fail,3.35448049,Road,Route A,571.9261233
cosmetics,SKU411,72.79549818,89.15369388,284.6141701,3743.467085,Unknown,82.11137352,1.619025061,36.3626685,6.873918042,Carrier C,7.496878974,Supplier 2,Mumbai,12.94274852,776.5312943,14.3307178,23.14677505,Pass,1.850052374,Sea,Route C,295.9743348
haircare,SKU412,36.31524715,23.70821735,596.5722477,9315.928408,Non-binary,12.19548324,10.17858974,49.29635264,7.748632239,Carrier B,4.08277295,Supplier 2,Kolkata,17.60288699,362.786435,17.55491322,26.29959649,Pending,2.11602449,Road,Route A,600.5811553
skincare,SKU413,89.13687961,98.19396808,979.7419482,6105.660041,Female,48.67886259,22.84881132,58.32416346,1.145775241,Carrier C,4.780824045,Supplier 2,Kolkata,27.99982552,391.0441867,10.15875025,27.4106403,Pending,0.018607568,Air,Route A,111.1278539
haircare,SKU414,29.46910793,57.00098969,846.2068097,2469.934394,Male,71.7330073,1.407768597,63.69395652,9.826783175,Carrier C,9.528910506,Supplier 4,Kolkata,22.96549499,760.4803266,28.18725762,52.38607068,Fail,2.493772562,Rail,Route A,180.2540977
haircare,SKU415,45.44636768,89.73210602,10.24647434,7223.607044,Female,9.620908742,12.59422491,20.62281832,4.038125979,Carrier C,6.197722963,Supplier 3,Bangalore,21.21182222,760.0507754,15.75265318,8.882579097,Pass,1.908586008,Road,Route C,168.0720685
cosmetics,SKU416,98.43166886,10.2418439,138.4952571,5725.200419,Male,88.21108606,1,29.63037235,8.209259883,Carrier B,9.929816245,Supplier 1,Kolkata,24.16862764,378.9820837,11.36885382,49.51552316,Pending,1.976128326,Rail,Route B,546.9604759
haircare,SKU417,52.08433626,25.45487203,108.8548005,6795.423069,Unknown,31.15921115,21.87941857,33.71465652,6.993780459,Carrier C,9.09797466,Supplier 4,Kolkata,14.28488037,466.2476883,11.71515611,78.17211267,Fail,4.329962812,Air,Route A,176.6613664
cosmetics,SKU418,71.41111596,39.70631767,364.911434,2721.126607,Unknown,100,30,84.67041291,4.439028284,Carrier A,1.411333665,Supplier 4,Kolkata,3.338340412,572.0035034,3.17551214,32.13116086,Fail,2.235771716,Road,Route B,404.7357129
haircare,SKU419,85.55239953,100,612.3825932,1945.576376,Male,74.23993513,26.44085938,84.75611105,9.658818867,Carrier A,8.395239011,Supplier 5,Chennai,24.39491248,572.9669406,22.81550614,32.46172088,Pass,4.85510997,Air,Route B,484.8910784
cosmetics,SKU420,52.47381503,74.36126397,716.5804522,9701.524286,Non-binary,66.99935334,1.22899719,86.67655061,4.993634339,Carrier B,9.238176498,Supplier 5,Mumbai,10.97848641,846.6500749,11.94826068,7.355770043,Fail,0.526314514,Air,Route B,341.4768758
cosmetics,SKU421,52.0841676,31.93662916,162.5033769,9815.878361,Male,10.58530098,17.0866222,43.34936144,4.12871131,Carrier B,2.50329839,Supplier 1,Chennai,24.73165363,449.6965442,7.105647998,60.05869084,Pending,2.946097527,Rail,Route C,565.508917
skincare,SKU422,18.66700158,23.12309692,166.166877,1808.426614,Female,76.69067405,28.38983527,34.51162682,2.942747345,Carrier A,5.487530597,Supplier 2,Kolkata,29.18360708,785.7516858,6.664409024,11.28983407,Fail,1.48873068,Air,Route B,648.3986095
haircare,SKU423,32.23593941,9.966578243,647.4636114,6083.349169,Female,35.36990214,23.2680438,60.71258008,2.885968205,Carrier B,4.137481659,Supplier 1,Kolkata,26.67391568,496.0967021,29.10901097,29.66093542,Pending,2.47764553,Road,Route A,862.5590035
cosmetics,SKU424,9.082050421,74.46289423,259.9961264,6282.899668,Female,3.235081741,4.694632567,76.83081083,1,Carrier B,4.162109192,Supplier 1,Bangalore,3.522445426,390.0931306,21.46471922,77.97151547,Pass,0.847820198,Air,Route C,870.7886152
cosmetics,SKU425,1.699976014,12.84676131,396.4840974,6354.669731,Female,48.67250254,15.36414527,24.76791566,4.01371594,Carrier B,9.830195675,Supplier 1,Mumbai,12.98870868,181.8833667,7.273092191,60.60437315,Fail,1.187388393,Sea,Route A,114.4835026
cosmetics,SKU426,79.39833051,94.74633572,944.9704518,5702.497812,Female,93.68270785,19.07789663,39.06780473,8.147260864,Carrier B,7.110720907,Supplier 1,Mumbai,17.19241344,818.5165259,1,90.23328385,Pending,4.122322946,Road,Route A,524.1100751
haircare,SKU427,9.498993016,10.53546501,313.8279124,2870.588893,Male,60.31523561,25.963556,35.94011009,6.673147724,Carrier B,8.936602125,Supplier 4,Kolkata,26.30572385,806.5091915,29.57996436,50.34444927,Pending,0.834166809,Road,Route C,900.0178589
cosmetics,SKU428,96.63261429,23.18487629,302.8759404,8253.985257,Unknown,30.39986904,12.27496062,68.38610326,6.160781178,Carrier C,9.026509219,Supplier 1,Bangalore,29.08138845,292.4175689,5.622170125,64.97038565,Pass,4.106217595,Air,Route B,518.6648572
haircare,SKU429,17.93367109,41.52297918,909.8330589,8485.624235,Female,52.37112024,2.22238306,30.35833484,7.254905629,Carrier B,1.729907846,Supplier 5,Delhi,28.82319554,580.6057114,8.927552429,6.067869294,Pending,2.887388044,Rail,Route B,863.6133108
skincare,SKU430,29.84960134,71.75507664,464.2565494,8157.424503,Male,59.99809096,24.25199646,53.39648312,8.07626195,Carrier C,6.474737654,Supplier 5,Kolkata,16.72580034,375.8895614,21.21656624,2.800800739,Fail,4.765720712,Rail,Route C,582.0733306
haircare,SKU431,77.71023639,65.18941403,700.6855414,7515.887384,Unknown,15.53284856,15.30297602,24.36087551,8.997635488,Carrier B,8.605884321,Supplier 4,Mumbai,18.27181693,431.3774861,26.27367418,58.35418453,Pass,1.312876059,Air,Route A,773.2810012
skincare,SKU432,18.94216018,26.80046521,162.3260891,1816.0226,Female,75.80717478,28.96377115,34.55601767,3.069513002,Carrier A,5.865102799,Supplier 2,Kolkata,30,783.379866,7.349457867,7.458809518,Fail,1.471667075,Air,Route B,673.5293341
cosmetics,SKU433,63.19941024,88.89214489,919.8943813,2002.500769,Male,97.94697164,21.98872778,85.26939745,7.037951431,Carrier B,7.632160618,Supplier 4,Bangalore,3.482528991,211.9364371,28.15212626,41.44361895,Pending,0.615992247,Rail,Route B,959.3342518
haircare,SKU434,31.09408364,14.36336919,623.0698293,5951.602318,Non-binary,32.95906655,21.96273573,65.16448297,2.940088453,Carrier B,4.090524275,Supplier 2,Kolkata,26.01244574,500.4452957,29.32613166,31.67307611,Pass,2.671221075,Road,Route B,803.4255196
haircare,SKU435,6.684480566,9.971408062,340.4682223,2920.731746,Male,60.33306396,26.63410685,34.19426815,6.995799358,Carrier B,8.81703079,Supplier 4,Kolkata,26.59930024,809.3665362,30,49.1024734,Pending,1.004031145,Road,Route C,901.0483646
skincare,SKU436,18.25297515,27.21393481,180.2608693,1771.263836,Non-binary,73.95178548,28.77104063,34.99184579,3.089080268,Carrier A,5.292427542,Supplier 3,Kolkata,30,823.6147895,5.796312256,8.605424403,Pending,1.400481313,Air,Route B,647.3619895
skincare,SKU437,28.39665595,52.02578473,715.9717651,8385.233887,Female,16.48639015,17.11318145,21.93865745,8.189008292,Carrier B,2.42035954,Supplier 5,Kolkata,23.10047238,870.4043513,28.21914155,41.51212276,Fail,3.46367466,Road,Route B,375.693102
haircare,SKU438,14.68145829,35.81150069,23.01506718,9866.465458,Unknown,1.704213592,9.805144779,85.26432745,1.874084823,Carrier B,8.082879668,Supplier 1,Mumbai,12.54020411,959.4784325,27.91852866,27.65869226,Pending,4.543641724,Air,Route C,149.1360279
skincare,SKU439,4.334042397,51.41322867,79.53889383,7689.202438,Male,10.11605499,14.56140501,59.18316382,7.945310255,Carrier C,3.732100559,Supplier 1,Kolkata,13.93403772,289.341724,24.58507683,1.08506857,Pending,1.090710853,Sea,Route A,142.6956048
cosmetics,SKU440,7.202425759,17.93545992,654.1439589,8238.409263,Unknown,72.86379571,2.194549045,25.82886863,5.797271924,Carrier A,9.459445735,Supplier 2,Bangalore,2.035930615,265.3285746,9.520104196,31.37389512,Pending,2.062857682,Rail,Route A,445.9616633
